84000,3,*2 *2 *2 1 1 1 1,3.181630,3.138023,1.690899e-05
84500,3,*2 *2 *2 1 1 1 1,3.170613,3.134779,1.173373e-05
84999,3,*2 *2 *2 1 1 1 1,3.174869,3.140848,1.000003e-05
85000,4,*2 *2 1 1 1 1 1 1,3.182603,3.138415,1.000000e-03
85500,4,*2 *2 1 1 1 1 1 1,3.241146,3.199743,4.166667e-04
86000,4,*2 *2 1 1 1 1 1 1,3.338405,3.299835,8.333333e-04
86500,4,*2 *2 1 1 1 1 1 1,3.387700,3.346824,9.993823e-04
87000,4,*2 *2 1 1 1 1 1 1,3.401646,3.344829,9.955944e-04
87500,4,*2 *2 1 1 1 1 1 1,3.396341,3.335644,9.883836e-04
88000,4,*2 *2 1 1 1 1 1 1,3.391852,3.339729,9.778002e-04
88500,4,*2 *2 1 1 1 1 1 1,3.386810,3.327560,9.639181e-04
89000,4,*2 *2 1 1 1 1 1 1,3.370910,3.315729,9.468341e-04
89500,4,*2 *2 1 1 1 1 1 1,3.370137,3.315180,9.266674e-04
90000,4,*2 *2 1 1 1 1 1 1,3.364568,3.302879,9.035587e-04
90500,4,*2 *2 1 1 1 1 1 1,3.354126,3.306516,8.776693e-04
91000,4,*2 *2 1 1 1 1 1 1,3.343767,3.303126,8.491797e-04
91500,4,*2 *2 1 1 1 1 1 1,3.344656,3.298165,8.182888e-04
92000,4,*2 *2 1 1 1 1 1 1,3.328314,3.280763,7.852120e-04
92500,4,*2 *2 1 1 1 1 1 1,3.321544,3.277633,7.501802e-04
93000,4,*2 *2 1 1 1 1 1 1,3.312310,3.272248,7.134377e-04
93500,4,*2 *2 1 1 1 1 1 1,3.310512,3.258887,6.752410e-04
94000,4,*2 *2 1 1 1 1 1 1,3.287353,3.251390,6.358565e-04
94500,4,*2 *2 1 1 1 1 1 1,3.289185,3.238278,5.955590e-04
95000,4,*2 *2 1 1 1 1 1 1,3.274352,3.236353,5.546297e-04
95500,4,*2 *2 1 1 1 1 1 1,3.269078,3.225876,5.133541e-04
96000,4,*2 *2 1 1 1 1 1 1,3.258034,3.211545,4.720202e-04
96500,4,*2 *2 1 1 1 1 1 1,3.253091,3.202590,4.309164e-04
97000,4,*2 *2 1 1 1 1 1 1,3.246679,3.201196,3.903295e-04
97500,4,*2 *2 1 1 1 1 1 1,3.228560,3.191293,3.505427e-04
98000,4,*2 *2 1 1 1 1 1 1,3.221820,3.176567,3.118335e-04
98500,4,*2 *2 1 1 1 1 1 1,3.210505,3.174798,2.744720e-04
99000,4,*2 *2 1 1 1 1 1 1,3.204536,3.168838,2.387190e-04
